CO_ENTIDADE,DS_ENDERECO,QT_SALAS_UTILIZADAS,IN_QUADRA_ESPORTES_COBERTA,IN_PISCINA
41542894,RUA LAERTES LUIZ FOGGIATO,8.0,0.0,0.0
41543890,RUA ANNA PIETROBELLI IENSEN,6.0,0.0,0.0
41543904,RUA IMACULADA CONCEICAO,7.0,0.0,0.0
41544897,AVENIDA IGUACU,9.0,0.0,0.0
41546890,RUA SAMUEL CEZAR,7.0,1.0,0.0
41552067,RUA DOUTOR DANILO GOMES,,,
41566904,RUA GAL ANOR PINHO,10.0,1.0,0.0
41592891,RUA LAMENHA LINS,7.0,0.0,0.0
41595890,RUA NICARAGUA,13.0,0.0,0.0
41597893,RUA MARIA BIZINELLI,19.0,0.0,0.0
41601955,RUA JULIO PERNETA,5.0,0.0,0.0
41601963,RUA JACINTO ANTUNES DA SILVA,52.0,1.0,0.0
41601971,RUA RECIFE,,,
41602056,RUA SANTO ANDRE,16.0,1.0,0.0
41602919,AV MAL FLORIANO PEIXOTO,16.0,0.0,0.0
41602951,RUA EPAMINONDAS SANTOS,14.0,1.0,0.0
41602960,RUA PROFESSOR DARIO VELOSO,12.0,1.0,0.0
41604903,RUA MARECHAL CARDOSO JUNIOR,11.0,0.0,0.0
41605918,RUA LUDVINA SCHUSTER PAES,6.0,0.0,0.0
41605926,RUA EUGENIO GERALDO ZEGLIN,6.0,0.0,0.0
41605934,RUA MINAS GERAIS,6.0,0.0,0.0
41605942,RUA EDUARDO PINTO DA ROCHA,12.0,1.0,0.0
41606892,RUA PALMYRA CRIVELLARO BERTOLDE,18.0,1.0,0.0
41606906,RUA FRANCISCO NADOLNY,46.0,1.0,1.0
41607902,RUA NILO PECANHA,22.0,1.0,1.0
41607937,RUA VISCONDE DE NACAR,1.0,0.0,0.0
41609891,RUA HUMBERTO MORONA,11.0,0.0,0.0
41610890,RUA DOUTOR MANOEL PEDRO,17.0,1.0,0.0
41613937,RUA DOUTOR ROBERTO BARROZO,5.0,0.0,0.0
41613945,RUA BERNARDINO IATAURO,5.0,0.0,0.0
41613970,RUA MARQUES DO PARANA,5.0,0.0,0.0
41614925,RUA BARAO DE GUARAUNA,7.0,0.0,0.0
41616928,ALAMEDA PRINCESA IZABEL,9.0,0.0,0.0
41616936,RUA FERNANDES DE BARROS,7.0,0.0,0.0
41616952,RUA CARLOS CHAGAS,5.0,0.0,0.0
41616979,RUA MARANHAO,15.0,0.0,0.0
41617924,RUA NICOLAU GULBINO,6.0,0.0,0.0
41618920,RUA ERNESTO PIAZZETTA,8.0,0.0,0.0
41618947,DOUTOR FAIVRE,4.0,1.0,0.0
41623932,TRAVESSA LANGE,5.0,0.0,0.0
41134451,PASSO AMARELO,2.0,0.0,0.0
41134460,RUA ISLANDIA,14.0,1.0,0.0
41134478,RUA ALBATROZ,12.0,0.0,0.0
41134486,AV BRASIL,22.0,1.0,0.0
41134494,RUA RIO SANTANA,7.0,1.0,0.0
41134508,RUA NOSSA SENHORA DO ROCIO,7.0,1.0,0.0
41134516,RUA LARGO DA AMOREIRA,16.0,1.0,0.0
41134524,BR 116 - KM 126,5.0,0.0,0.0
41134532,AV PORTUGAL,5.0,0.0,0.0
41134559,RUA SAO BRAZ,22.0,1.0,0.0
41134567,RUA ALFREDO GONCHOROVSKI,15.0,1.0,0.0
41134605,RUA CEZAR CARELLI,16.0,1.0,0.0
41134613,TRAV RIO PADILHA,14.0,0.0,0.0
41134630,RUA EL SALVADOR,12.0,0.0,0.0
41134648,RUA HOLANDA,21.0,1.0,0.0
41134664,AV BRASIL,21.0,1.0,0.0
41143990,RUA ANTONIO LOURENCO DOS SANTOS,19.0,1.0,0.0
41144007,AV BRASIL,15.0,1.0,0.0
41146956,RUA CARLOS EDUARDO NICHELE,,,
41148703,RUA CARLOS DRUMOND DE ANDRADE,14.0,1.0,0.0
41148711,RUA SAO GABRIEL,20.0,1.0,0.0
41149971,AV PARANA,16.0,0.0,0.0
41153200,RUA CARLOS EDUARDO NICHELE,,,
41153545,RUA RIO TIETE,9.0,0.0,0.0
41153634,RUA CARLOS DRUMOND DE ANDRADE,8.0,0.0,0.0
41154193,RUA ITALIA,6.0,0.0,0.0
41155580,RUA PINHAO SNESQ RUA XINGU,15.0,1.0,0.0
41158032,RUA SAO NICOLAU,20.0,0.0,0.0
41158113,RUA CANARIO,7.0,0.0,0.0
41158172,AVENIDA VENEZUELA,5.0,0.0,0.0
41159756,RUA AGUIAS,10.0,1.0,0.0
41159888,RUA VIRMOND,22.0,1.0,0.0
41160380,AVENIDA NOSSA SENHORA DE GUADALUPE,9.0,0.0,0.0
41160398,RUA PAU-BRASIL,9.0,0.0,0.0
41160800,TRAVESSA PINHAO,17.0,1.0,0.0
41160991,RUA JURUVIARIA,22.0,1.0,0.0
41161564,RUA AUSTRIA,6.0,0.0,0.0
41161572,RUA MANOEL CLAUDINO BARBOSA,8.0,0.0,0.0
41161637,AVENIDA BRASIL,,,
41163761,AVENIDA BRASIL,22.0,1.0,0.0
41358430,RUA FORTALEZA SN,13.0,1.0,0.0
41358449,AV ALBATROZ,5.0,0.0,0.0
41358457,RUA MARANHAO,18.0,1.0,0.0
41358465,RUA RIO GUARANI,26.0,1.0,0.0
41361571,RUA FARID STEPHENS SN,5.0,0.0,0.0
41363310,RUA COLOMBIA,11.0,0.0,0.0
41363329,RUA TRES MARIAS,9.0,0.0,0.0
41363353,RUA RIO PIQUIRI SN,4.0,0.0,0.0
41363361,AV BRASIL,8.0,0.0,0.0
41372441,AV PARANA SN,5.0,0.0,0.0
41378300,RUA GUIANA,14.0,0.0,0.0
41380975,RUA SAO NATALINO,20.0,1.0,0.0
41380991,RUA ERITREIA,14.0,0.0,0.0
41381017,RUA PAULO LEMINSKI,20.0,0.0,0.0
41382668,AVENIDA DAS ARAUCARIAS,13.0,1.0,0.0
41382676,AV POLONIA,10.0,0.0,0.0
41385861,RUA PESSEGUEIRO,7.0,0.0,0.0
41386582,RUA CURITIBA,5.0,0.0,0.0
41387180,RUA VIDEIRA,14.0,1.0,0.0
41387260,AV ESTADOS UNIDOS DA AMERICA,12.0,1.0,0.0
41387830,RUA TANGARA,25.0,1.0,0.0
41389140,RUA PROF. ALFREDO GONCHOROVSKI,16.0,1.0,0.0
41389158,AV BRASIL,,,
41415230,RUA GOIABEIRA,7.0,1.0,0.0
41415426,RUA JAGUARIAIVA,28.0,1.0,0.0
41415434,RUA PESSEGUEIRO,25.0,1.0,0.0
41556917,RUA ESPANHA,,,
41601904,AV NOSSA SENHORA DA APARECIDA,9.0,0.0,0.0
41607899,AV ESTADOS UNIDOS,9.0,0.0,0.0
41613961,RUA CASTANHEIRA,17.0,0.0,0.0
41135580,RUA SALGADO FILHO,12.0,1.0,0.0
41135598,RUA TIBURCIO GOMES DE OLIVEIRA,7.0,1.0,0.0
41135601,RUA JOAO MENDES BATISTA,29.0,1.0,0.0
41135610,RUA QUINZE DE OUTUBRO,24.0,1.0,0.0
41135628,RUA PEDRO FANOR,12.0,1.0,0.0
41135636,RUA NILO PECANHA,12.0,1.0,0.0
41135644,RUA JOSE MARIANO DOS SANTOS,10.0,1.0,0.0
41135679,RUA CRESCENCIO BATISTA,5.0,1.0,0.0
41135687,RUA CORBELIA,12.0,1.0,0.0
41135695,RUA CASSIANO RICARDO,16.0,1.0,0.0
41135709,RUA RIO PIQUIRI,22.0,1.0,0.0
41135717,RUA ADOLFO G MUHLMANN,13.0,1.0,0.0
41135725,RUA REINALDO RIBAS,6.0,1.0,0.0
41135733,RUA RIO PARANA,12.0,1.0,0.0
41135741,RUA RIO PIRAQUARA,9.0,1.0,1.0
41135750,RUA MALASIA,9.0,0.0,0.0
41135784,RUA ARISTEU DE CASTRO FERNANDES,16.0,1.0,0.0
41135792,RUA AZALEIA,12.0,1.0,0.0
41135806,RUA AUGUSTO TREVISAN,7.0,1.0,0.0
41135814,RUA AMERICA DO SUL,11.0,1.0,0.0
41135822,AV COTINGA,12.0,1.0,0.0
41135830,RUA CLOVIS BEVILACQUA,12.0,1.0,0.0
41135849,AVENIDA IRAI,,,
41135857,RUA LUIZ VASSELAI,12.0,1.0,0.0
41135865,RUA PEABIRU,28.0,1.0,1.0
41135881,RUA NICARAGUA,15.0,0.0,0.0
41135911,RUA INAJA,14.0,1.0,0.0
41135920,RUA RIO SOLIMOES,13.0,1.0,0.0
41135938,RUA ISAAC VICTOR PEREIRA,15.0,1.0,0.0
41135946,RUA WANDA DOS SANTOS MALLMANN,51.0,1.0,0.0
41135954,RUA RIO IPIRANGA,10.0,1.0,0.0
41135962,RUA DR WALDEMAR COSTA LIMA,7.0,1.0,0.0
41135970,RUA ARTHUR BERNARDES,9.0,1.0,0.0
41145097,RUA AUGUSTO TREVISAN,4.0,0.0,0.0
41145100,RUA RIO PURUS,8.0,0.0,0.0
41148061,RUA PALMEIRAS,8.0,0.0,0.0
41148070,RUA NORBERTO RIBEIRO DA MOTTA,8.0,1.0,0.0
41148118,AVENIDA AYRTON SENNA DA SILVA,9.0,1.0,0.0
41148878,R RIO IGUACU,12.0,0.0,0.0
41148894,RUA CASSIANO RICARDO,6.0,0.0,0.0
41148924,R JUCELINO KUBITSCHEK,4.0,0.0,0.0
41150341,RUA RIO PARANA,15.0,0.0,0.0
41150910,RUA MENDES BATISTA,7.0,0.0,0.0
41151615,RUA PARAISO DO NORTE,11.0,0.0,0.0
41151623,RUA GETULIO VARGAS,10.0,0.0,0.0
41153219,AVENIDA AYRTON SENNA DA SILVA,9.0,1.0,0.0
41153391,RUA GUILHERME WEISS,13.0,0.0,0.0
41155513,RUA RIO NEGRO,8.0,0.0,0.0
41156153,RUA HUMBERTO DE ALENCAR CASTELLO BRANCO,8.0,1.0,0.0
41156226,RUA AMERICA DO NORTE,23.0,0.0,0.0
41156714,RUA DO CRESCENCIO BATISTA,7.0,0.0,0.0
41156897,RUA JOAO ARANTES NETO,8.0,0.0,0.0
41157990,RUA PEABIRU,16.0,0.0,0.0
41158210,RUA ERNESTO KUGLER,4.0,0.0,0.0
41158580,AV CAMILO DI LELLIS,10.0,1.0,0.0
41159071,RUA COSTA E SILVA,4.0,0.0,0.0
41160258,RUA AMERICA DO SUL,24.0,1.0,0.0
41162862,RUA PARAISO DO NORTE,9.0,0.0,0.0
41164768,RUA ROLANDIA,13.0,1.0,0.0
41164806,AVENIDA CAMILO DI LELLIS,8.0,0.0,0.0
41354257,RUA JOAO MENDES BATISTA,10.0,0.0,0.0
41354265,RUA ANTONIO ZIELONKA,8.0,0.0,0.0
41357361,RUA JOAO MENDES BATISTA,23.0,1.0,0.0
41360559,RUA JOAO MENDES BATISTA,11.0,0.0,0.0
41360567,RUA AZALEIA,8.0,0.0,0.0
41360575,RUA ANTONIO DE ANDRADE,9.0,1.0,0.0
41371828,RUA CALHANDRA,8.0,0.0,0.0
41371852,RUA REINALDO RIBAS,8.0,0.0,0.0
41371879,RUA CRESCENCIO BATISTA,5.0,0.0,0.0
41373340,FRANCISCO EUGENIO GOMES PEREIRA,23.0,1.0,0.0
41373448,RUA RIO SOLIMOES,,,
41373456,RUA RIO PIRAQUARA,8.0,1.0,0.0
41373464,RUA RIO SOLIMOES,9.0,0.0,0.0
41375947,RUA BERNARDO OZINSKI,12.0,1.0,0.0
41375955,RUA JANDAIA DO SUL,16.0,1.0,0.0
41375963,RUA MANOEL LUCAS EVANGELISTA NETO,7.0,0.0,0.0
41375971,RUA MARIO MARQUES GUIMARAES,8.0,0.0,0.0
41379055,RUA TANAGRA,16.0,0.0,0.0
41379063,RUA FLORINDO LINDES,7.0,0.0,0.0
41382811,RUA MANACA,3.0,0.0,0.0
41385071,RUA CASSIANO RICARDO,14.0,0.0,0.0
41387686,RUA RIO PARANAPANEMA,5.0,0.0,0.0
41387724,RUA NATAL FABRI,10.0,1.0,0.0
41387732,ESTRADA DA GRACIOSA KM 20,18.0,1.0,0.0
41403029,RUA CASIMIRO DE ABREU,,,
41483820,RUA PARANAVAI,4.0,0.0,0.0
41548892,AV AYRTON SENNA DA SILVA,20.0,0.0,0.0
41608917,RUA JERONIMO MENDES DOS SANTOS,9.0,0.0,0.0
41137230,RUA AGUDOS DO SUL,13.0,1.0,0.0
41137248,RUA DAS PALMAS,8.0,1.0,0.0
41137256,RUA ANTONIO GREBOGE,7.0,0.0,0.0
41137264,RUA JOAO ALBERTI,11.0,1.0,0.0
41137272,RUA PLANALTO,6.0,0.0,0.0
41137299,AV DOS CARDEAIS,8.0,1.0,0.0
41137302,RUA HERBERT DE SOUZA,6.0,0.0,0.0
41137310,RUA GIOCONDO DALL STELLA,11.0,0.0,0.0
41137329,RUA BENJAMIM CLAUDINO BARBOSA,19.0,1.0,0.0
41137337,RUA CANOINHAS,18.0,1.0,0.0
41137345,RUA AGENOR LINO DE OLIVEIRA,14.0,1.0,0.0
41137361,RUA SCHAFEMBERG DE QUADROS,14.0,1.0,0.0
41137426,RUA VEREADOR DOMINGOS BENVENUTO MOLETTA,4.0,0.0,0.0
41137442,RUA PROF JULIO CARVALHO GOMES,8.0,0.0,0.0
41137477,RUA PROF ANTONIO DANTAS,12.0,0.0,0.0
41137485,RUA MARIA PASQUALIN VACCARI,14.0,1.0,0.0
41137493,RUA MANOEL MARCILIO DE OLIVEIRA,18.0,0.0,0.0
41137507,RUA ANTONIO SINGER,10.0,1.0,0.0
41137515,RUA OCTAVIO CIM,20.0,1.0,0.0
41137531,RUA DR MURICI,11.0,1.0,0.0
41137540,RUA FRANCISCO FAVORETTO,12.0,1.0,0.0
41137558,RUA PAULINO DE SIQUEIRA CORTES,24.0,1.0,0.0
41137574,RUA AGENOR LINO DE OLIVEIRA,14.0,1.0,1.0
41137612,RUA CARLOS KUZMA,4.0,0.0,0.0
41137639,RUA ANGELINA MARIA SENEGAGLIA,7.0,0.0,0.0
41137647,RUA JOHN LENNON,11.0,1.0,0.0
41137655,HENRIQUE BORTOLAN,8.0,1.0,0.0
41137663,RUA ANDRE ZEN,4.0,0.0,0.0
41137671,RUA PAULO SCHERNER,21.0,1.0,0.0
41137680,RUA DUQUE DE CAXIAS,34.0,1.0,0.0
41137698,RUA SANTA RITA,7.0,0.0,0.0
41137710,RUA ETORE MARENDA,,,
41137728,RUA MANOEL MARCILIO DE OLIVEIRA,18.0,1.0,0.0
41137736,RUA ANTONIO QUINTINO DE ALMEIDA,15.0,1.0,0.0
41137744,RUA MARLENE VEIGA ROSA,10.0,1.0,0.0
41137779,RUA BENJAMIN NEGOSEKI,10.0,0.0,0.0
41137795,RUA ACRE,11.0,1.0,0.0
41137809,RUA MARGARIDA NEGRELLI MOLETTA,8.0,0.0,0.0
41137833,RUA PADRE BITTENCOURT,17.0,1.0,0.0
41137841,AV THOMAZ CARMELIANO DE MIRANDA,21.0,1.0,0.0
41137868,RUA IEDA SOLANGE RIBEIRO,21.0,1.0,0.0
41137892,AV JOAO FRAGA NETO,13.0,1.0,0.0
41137906,RUA ESPIRITO SANTO,14.0,0.0,0.0
41137922,RUA THOMAZ NEGOSEKE,8.0,0.0,0.0
41137930,RUA JOAQUIM FERREIRA CLAUDINO,13.0,1.0,0.0
41137965,RUA QUIRINO ZAGONEL,13.0,1.0,0.0
41137973,RUA JOSE ZANCHETA FILHO,8.0,1.0,0.0
41137981,RUA TEREZA NESTER,6.0,0.0,0.0
41137990,RUA ANTONIO QUINTINO DE ALMEIDA,9.0,1.0,0.0
41138015,RUA PEDRO RIBASKI,13.0,1.0,0.0
41138023,RUA SANTA RITA,5.0,0.0,0.0
41138031,RUA CORONEL VITORINO ORDINI,13.0,0.0,0.0
41138058,RUA JOINVILLE,38.0,1.0,0.0
41138066,RUA CASEMIRO GAPSKI,5.0,0.0,0.0
41138074,RUA ADIR PEDROSO,16.0,1.0,0.0
41138082,RUA ANTENOR DOS SANTOS,6.0,0.0,0.0
41138090,RUA BENJAMIM NEGOSEKY,4.0,0.0,0.0
41138104,RUA JOAO ANGELO CORDEIRO,1.0,0.0,0.0
41138120,RUA GUARAQUECABA,8.0,0.0,0.0
41138139,RUA CRUZEIRO DO SUL,6.0,0.0,0.0
41138147,RUA HENRIQUE GONZAGA DE SOUZA NETO,9.0,0.0,0.0
41138155,RUA BENJAMIN CLAUDINO BARBOSA,8.0,0.0,0.0
41138171,RUA PAULINO FERREIRA BELLO,6.0,0.0,0.0
41138180,RUA JOSE IVAHI DE CAMARGO,7.0,1.0,0.0
41138198,RUA LONDRINA,10.0,1.0,0.0
41138228,RUA JOINVILLE,14.0,1.0,0.0
41138287,RUA DR MURICI,11.0,1.0,0.0
41138325,RUA VEREADOR DOMINGOS BENVENUTO MOLETTA,7.0,0.0,0.0
41138341,RUA QUINZITO DE QUADROS SOUZA,10.0,1.0,0.0
41138376,RUA MONTEIRO LOBATO,4.0,1.0,0.0
41138392,RUA PRINCIPAL DA COLONIA CASTELHANOS,1.0,0.0,0.0
41138406,RUA DOUTOR MURICI,12.0,1.0,0.0
41138422,PC GETULIO VARGAS,13.0,0.0,0.0
41138430,AVENIDA RUI BARBOSA,30.0,1.0,0.0
41138449,RUA CHAPECO,18.0,0.0,0.0
41138457,RUA JOINVILLE,23.0,1.0,0.0
41146085,RUA DR MURICI,10.0,1.0,0.0
41146093,RUA TEREZA NESTER,9.0,1.0,0.0
41146735,RUA MARIO TOMELIM,12.0,1.0,0.0
41147227,RUA RUI BARBOSA,12.0,1.0,0.0
41147952,RUA CAPITAO BENJAMIN CLAUDINO FERREIRA,9.0,0.0,0.0
41147979,RUA OLIVIO TOZZO,,,
41147987,RUA TENENTE LUIZ DE OLIVEIRA QUADROS,,,
41148100,RUA FRANCISCO HONORIO CLAUDINO,10.0,0.0,0.0
41149122,RUA JOAO ZARPELON,13.0,0.0,0.0
41149394,RUA AYRTON SENNA,7.0,0.0,0.0
41149408,RUA WALFRIDO COSTA,8.0,0.0,0.0
41150503,TRAV ALTAIR PEREIRA BARUSSO,,,
41153553,RUA JOAO MARIA ALVES DE SOUZA,6.0,0.0,0.0
41153561,RUA EVELIZE APARECIDA ROSSETI MENDES,4.0,0.0,0.0
41153570,RUA INEZILDA REZENDE RIBEIRO,10.0,0.0,0.0
41153588,RUA ANTONIO MOLLETA FILHO,6.0,0.0,0.0
41155262,AVENIDA RUI BARBOSA,17.0,1.0,0.0
41155866,RUA RUBENS HUERGO,8.0,0.0,0.0
41155882,RUA HEITOR MORO,8.0,0.0,0.0
41155890,RUA JOANA PERCEGONA ZEN,8.0,0.0,0.0
41155912,RUA OCTAVIO CIM,13.0,0.0,0.0
41157079,RUA COLOMBO,,,
41157621,RUA MARIA ZILA DOS REIS ALVES,9.0,0.0,0.0
41157907,RUA ANNELIESE GELLERT KRIGSNER,20.0,1.0,0.0
41157940,AVENIDA JOAO FRAGA NETO,8.0,0.0,0.0
41158482,AV ROCHA POMBO,12.0,0.0,0.0
41160290,RUA ALTEVIR DE LARA,10.0,0.0,0.0
41160339,RUA MARECHAL HERMES,,,
41161025,RUA VOLUNTARIOS DA PATRIA,15.0,0.0,0.0
41161424,RUA LAERTE FENELON,,,
41161645,RUA JOAO TEIXEIRA DE CARVALHO,6.0,0.0,0.0
41161653,RUA MENDES LEITAO,6.0,0.0,0.0
41161670,RUA CARLOS SETIN,5.0,0.0,0.0
41161742,RUA PROFESSORA MARIETA DE SOUZA E SILVA,9.0,1.0,0.0
41161769,RUA PROFESSORA MARIETA DE SOUZA E SILVA,9.0,1.0,0.0
41161777,RUA MANDIRITUBA,6.0,0.0,0.0
41161793,RUA PROFESSOR JOAO DA COSTA VIANA,6.0,0.0,0.0
41162269,RUA ALMIRANTE ALEXANDRINO,20.0,1.0,0.0
41162617,AVENIDA RUI BARBOSA,5.0,0.0,0.0
41162781,RUA MAL MALLET,8.0,0.0,0.0
41163818,RUA JOAQUIM NABUCO,13.0,0.0,0.0
41163907,RUA GIRASSOL,4.0,0.0,0.0
41164156,RUA HARRY FEEKEN,7.0,1.0,0.0
41164245,RUA DOUTOR MURICI,6.0,0.0,0.0
41164377,RUA ANTONIO BIANCHETTI,7.0,0.0,0.0
41164725,RUA ANNELIESE GELLERT KRIGSNER,,,
41164733,RUA JOAO DOMBROWSKI,,,
41164741,RUA CAPITAO TOBIAS PEREIRA DA CRUZ,,,
41354800,RUA DOS MONGES BENEDITINOS,5.0,0.0,0.0
41354818,RUA DOUTOR MOTTA JUNIOR,20.0,1.0,0.0
41354869,RUA JOAQUIM NABUCO,36.0,1.0,1.0
41361512,RUA THOMAZ NEGOSEKE,6.0,0.0,0.0
41361520,RUA MENDES LEITAO,18.0,0.0,0.0
41361539,RUA SAO LUCAS,7.0,0.0,0.0
41361911,RUA ELIUD ALVES PEREIRA,17.0,1.0,0.0
41369025,RUA TARCILIO ZOELNER,15.0,0.0,0.0
41369033,RUA DIOLINDA RICARDINA DE JESUS,8.0,0.0,0.0
41369041,RUA VICENTE VAHOVICZ,6.0,0.0,0.0
41369050,RUA QUIRINO ZAGONEL,8.0,0.0,0.0
41369068,RUA PRUDENTOPOLIS,6.0,0.0,0.0
41369076,RUA SEBASTIAO LEONILDO FONTANA,8.0,0.0,0.0
41369084,RUA DESEMBARGADOR ERNANI ALMEIDA DE ABREU,8.0,0.0,0.0
41369092,RUA FLORENTINO SUCHLA,7.0,0.0,0.0
41369106,RUA MARINA COELHO,9.0,0.0,0.0
41369114,RUA GODOFREDO MACHADO,10.0,0.0,0.0
41369122,RUA SEBASTIAO ANTONIO FOGGIATTO,4.0,0.0,0.0
41369130,RUA PERNAMBUCO,9.0,0.0,0.0
41369149,RUA LAURA LOPES LATUF,11.0,0.0,0.0
41369157,RUA HENRIQUE GONZAGA DE SOUZA NETO,10.0,0.0,0.0
41369165,RUA TEREZA CAETANO DE LIMA,8.0,0.0,0.0
41369173,TRAVESSA GUAPORE,5.0,0.0,0.0
41369181,RUA DOUTOR MURICI,9.0,0.0,0.0
41369190,RUA OLIVIO TOZZO,12.0,0.0,0.0
41369211,RUA DIRCEU MONTANARIM,8.0,0.0,0.0
41369270,EST VEREADOR DOMINGOS BENEVENUTO MOLETTA,8.0,1.0,0.0
41369335,RUA IAPO,11.0,0.0,0.0
41369343,RUA ZACARIAS ALVES PEREIRA,8.0,0.0,0.0
41369360,RUA ANNELIESE GELLERT KRIGSNER,10.0,0.0,0.0
41372980,RUA DOS JASMINS,7.0,0.0,0.0
41373057,EST PRINCIPAL DE MALHADA SN,8.0,1.0,0.0
41373065,RUA PAULINO DE SIQUEIRA CORTES,3.0,0.0,0.0
41373073,RUA MITCHESLAU MAGNUSKEI,11.0,1.0,0.0
41376188,RUA ANGELO SGARBI,12.0,1.0,0.0
41376200,RUA ALEXANDRE RONKOSKI,13.0,0.0,0.0
41376218,RUA LAERTE FENELON,12.0,1.0,0.0
41376226,RUA LONDRINA,8.0,1.0,0.0
41379314,RUA LAERTE FENELON,11.0,0.0,0.0
41379330,RUADEPUTADO ERNESTO MORO REDESCHI,6.0,0.0,0.0
41379349,RUA GEN. CATAO MENA BARRETO MONCLARO,5.0,0.0,0.0
41379357,RUA PROFA URSOLINA OLIVEIRA CAMARGO,15.0,0.0,0.0
41381211,RUA PARAISO,10.0,0.0,0.0
41381254,RUA IGNACIO VALENGA,13.0,0.0,0.0
41381270,RUA SAO JOSEMARIA ESCRIVA,,,
41381289,RUA VERISSIMO MARQUES,12.0,0.0,0.0
41382137,RUA VISCONDE DO RIO BRANCO,,,
41382455,ALAMEDA BOM PASTOR,5.0,0.0,0.0
41382480,RUA JOSE JOAO RODRIGUES,6.0,0.0,0.0
41385330,RUA PASSOS DE OLIVEIRA,13.0,0.0,0.0
41385683,RUA PADRE FRANCISCO PROFT,7.0,0.0,0.0
41385691,RUA CAPITAO BENJAMIN CLAUDINO FERREIRA,10.0,0.0,0.0
41385713,RUA TEREZA NESTER,9.0,1.0,0.0
41385730,RUA PROFA MARIETA DE SOUZA E SILVA,10.0,1.0,0.0
41387155,RUA VERISSIMO MARQUES,16.0,0.0,0.0
41387570,RUA MATILDE BRANTIL DE PAULA,14.0,0.0,0.0
41387821,RUA CASEMIRO GREBOGE,7.0,0.0,0.0
41388356,RUA MARIA HELENA,,,
41388364,RUA DOUTOR MURICI,,,
41389310,RUA VICENTE TOZO,16.0,1.0,0.0
41393813,RUA FLORENTINO SUCHLA,18.0,0.0,0.0
41401638,RUA JOSE TREVISAN,23.0,1.0,0.0
41452836,RUA VERISSIMO MARQUES,15.0,0.0,0.0
41453832,RUA CORONEL QUADROS,7.0,0.0,0.0
41484827,RUA PAULINO DE SIQUEIRA CORTES,17.0,1.0,0.0
41532899,RUA GONZALES PECOTCHE,14.0,1.0,0.0
41552016,RUA MIGUEL HALUCH,8.0,0.0,0.0
41552024,RUA MARECHAL HERMES,15.0,0.0,0.0
41562895,RUA JOAQUIM NABUCO,5.0,0.0,0.0
41600894,RUA FRANCISCO MUNOZ MADRID,16.0,1.0,0.0
41601890,RUA MANOEL CORREA,24.0,1.0,0.0
41611900,RUA EMILIANO DAVID PERNETA,,,
41616995,RUA PEDRO LASKA,6.0,0.0,0.0
41622944,ALAMEDA ARPO,10.0,0.0,0.0
